# Tenth position of the slider with the value 4

max-counts: 127

# counts: pixels
0: 0
1: 2.86667
2: 5.91667
3: 9.16667
4: 12.55
5: 16.1167
6: 19.8833
7: 23.8167
8: 27.5
9: 31.7115
10: 37.6364
11: 43.9474
12: 50.75
13: 58
14: 65.76
15: 74.0909
16: 82.75
17: 91.9444
18: 101.5
19: 111.643
20: 122.154
21: 133.25
22: 144.636
23: 156.8
24: 169.222
25: 182
26: 195.625
27: 209.571
28: 223.571
29: 238.429
30: 253.833
31: 269.667
32: 286
33: 302.8
34: 317.6
35: 332.6
36: 349
37: 365
38: 381.25
39: 399
40: 415.75
41: 433.333
42: 450.333
43: 467
44: 484
45: 501
46: 518.667
47: 530.333
48: 541.333
49: 552.667
50: 564
51: 575
52: 586.5
53: 598
54: 609
55: 620.5
56: 631.5
57: 643
58: 654
59: 665.5
60: 676.5
61: 688
62: 699.5
63: 710.5
64: 722
65: 733.5
66: 744.5
67: 756
68: 767
69: 778.5
70: 789.5
71: 800.5
72: 812
73: 823
74: 834.5
75: 846
76: 857
77: 869
78: 880
79: 891
80: 902
81: 913
82: 925
83: 936
84: 947
85: 959
86: 970
87: 982
88: 993
89: 1004
90: 1015
91: 1027
92: 1038
93: 1049
94: 1061
95: 1071
96: 1083
97: 1095
98: 1105
99: 1117
100: 1128
101: 1139
102: 1150
103: 1162
104: 1174
105: 1184
106: 1196
107: 1207
108: 1218
109: 1229
110: 1241
111: 1252
112: 1263
113: 1275
114: 1285
115: 1297
116: 1309
117: 1320
118: 1331
119: 1342
120: 1354
121: 1365
122: 1376
123: 1387
124: 1398
125: 1410
126: 1421
127: 1432
