# Name of the file corresponds to the slider position

max-counts: 127

# counts: pixels
0: 0
1: 0.05
2: 0.13
3: 0.22
4: 0.31
5: 0.42
6: 0.56
7: 0.69
8: 0.82
9: 0.95
10: 1.09
11: 1.22
12: 1.36
13: 1.48
14: 1.69
15: 1.97
16: 2.24
17: 2.51
18: 2.79
19: 3.07
20: 3.34
21: 3.62
22: 3.89
23: 4.16
24: 4.44
25: 4.72
26: 4.99
27: 5.27
28: 5.54
29: 5.81
30: 6.1
31: 6.36
32: 6.64
33: 6.92
34: 7.19
35: 7.47
36: 7.74
37: 8.02
38: 8.29
39: 8.57
40: 8.84
41: 9.12
42: 9.39
43: 9.67
44: 9.94
45: 10.22
46: 10.49
47: 10.77
48: 11.04
49: 11.32
50: 11.6
51: 11.86
52: 12.15
53: 12.42
54: 12.69
55: 12.97
56: 13.24
57: 13.52
58: 13.8
59: 14.07
60: 14.34
61: 14.62
62: 14.89
63: 15.17
64: 15.45
65: 15.72
66: 15.99
67: 16.27
68: 16.55
69: 16.82
70: 17.09
71: 17.37
72: 17.65
73: 17.92
74: 18.2
75: 18.47
76: 18.74
77: 19.02
78: 19.3
79: 19.57
80: 19.85
81: 20.12
82: 20.4
83: 20.67
84: 20.94
85: 21.23
86: 21.49
87: 21.77
88: 22.05
89: 22.32
90: 22.6
91: 22.87
92: 23.15
93: 23.42
94: 23.7
95: 23.97
96: 24.25
97: 24.52
98: 24.8
99: 25.08
100: 25.34
101: 25.63
102: 25.9
103: 26.17
104: 26.45
105: 26.72
106: 27
107: 27.27
108: 27.55
109: 27.83
110: 28.1
111: 28.37
112: 28.65
113: 28.92
114: 29.2
115: 29.48
116: 29.75
117: 30.02
118: 30.3
119: 30.58
120: 30.85
121: 31.12
122: 31.4
123: 31.68
124: 31.95
125: 32.22
126: 32.5
127: 32.78
